transaction_id,account_id,transaction_type,channel,merchant_category,description,currency_code,transaction_date,transaction_amount,post_date
H000016499,A00000448,FEE,WIRE,5541,FEE BRANCH REF814480,USD,2024-01-21,12,2024-01-22
H000016500,A00000448,FEE,WIRE,5912,FEE ONLINE REF910941,USD,2024-01-21,9.95,2024-01-22
H000016501,A00000448,FEE,WIRE,6011,FEE ATM REF116727,USD,2024-01-21,9.95,2024-01-21
H000016502,A00000450,CHG,BRANCH,5812,CHG POS REF256107,USD,2024-01-21,12,2024-01-21
H000016503,A00000451,WDR,ATM,4900,WDR POS REF923289,USD,2024-01-21,111.21,2024-01-22
H000016504,A00000451,WDR,BRANCH,5411,WDR MOBILE REF374046,USD,2024-01-21,48.68,2024-01-21
H000016505,A00000453,PMT,ACH,4900,PMT BRANCH REF604456,USD,2024-01-21,678.42,2024-01-21
H000016506,A00000454,WDR,POS,5541,WDR WIRE REF925598,USD,2024-01-21,110.5,2024-01-22
H000016507,A00000461,PMT,WIRE,0000,PMT ONLINE REF737616,USD,2024-01-21,497.99,2024-01-21
H000016508,A00000463,CHG,MOBILE,6011,CHG ACH REF463654,USD,2024-01-21,9.95,2024-01-21
H000016509,A00000463,FEE,WIRE,5912,FEE MOBILE REF712385,USD,2024-01-21,35,2024-01-21
H000016510,A00000467,PMT,ACH,4900,PMT MOBILE REF270998,USD,2024-01-21,1339.85,2024-01-21
H000016511,A00000467,FEE,MOBILE,5541,FEE ONLINE REF880488,USD,2024-01-21,3,2024-01-21
H000016512,A00000469,FEE,ONLINE,5411,FEE ATM REF884187,USD,2024-01-21,3,2024-01-21
H000016513,A00000469,CHG,WIRE,0000,CHG ACH REF382398,USD,2024-01-21,9.95,2024-01-21
H000016514,A00000474,PMT,BRANCH,5411,PMT ONLINE REF654125,USD,2024-01-21,126.06,2024-01-22
H000016515,A00000476,CHG,POS,5541,CHG POS REF842774,USD,2024-01-21,25,2024-01-21
H000016516,A00000476,PMT,POS,4900,PMT MOBILE REF431279,USD,2024-01-21,854.92,2024-01-21
H000016517,A00000486,DEP,WIRE,0000,DEP ACH REF405256,USD,2024-01-21,65.77,2024-01-21
H000016518,A00000486,WDR,WIRE,4900,WDR ACH REF500919,USD,2024-01-21,15.61,2024-01-21
H000016519,A00000486,WDR,MOBILE,5912,WDR ONLINE REF146791,USD,2024-01-21,298.25,2024-01-21
H000016520,A00000002,TRF,WIRE,7011,TRF POS REF332208,USD,2024-01-22,23.47,2024-01-23
H000016521,A00000010,PMT,POS,7011,PMT ATM REF320596,USD,2024-01-22,814.91,2024-01-22
H000016522,A00000010,CHG,ATM,6011,CHG ATM REF475039,USD,2024-01-22,12,2024-01-22
H000016523,A00000010,CHG,BRANCH,4900,CHG WIRE REF704476,USD,2024-01-22,35,2024-01-22
H000016524,A00000011,CHG,ACH,5541,CHG ONLINE REF416573,USD,2024-01-22,35,2024-01-22
H000016525,A00000013,WDR,BRANCH,5411,WDR ONLINE REF571537,USD,2024-01-22,39.32,2024-01-22
H000016526,A00000017,WDR,WIRE,0000,WDR ACH REF640755,USD,2024-01-22,50.76,2024-01-22
H000016527,A00000017,INT,WIRE,0000,INT POS REF415754,USD,2024-01-22,70.92,2024-01-22
H000016528,A00000019,PMT,WIRE,7011,PMT ACH REF403947,USD,2024-01-22,2574.16,2024-01-22
H000016529,A00000020,WDR,BRANCH,4900,WDR BRANCH REF204743,USD,2024-01-22,4.26,2024-01-22
H000016530,A00000021,PMT,POS,5411,PMT ONLINE REF231434,USD,2024-01-22,2677.89,2024-01-22
H000016531,A00000022,INT,ACH,5541,INT ACH REF675178,USD,2024-01-22,182.22,2024-01-22
H000016532,A00000022,WDR,BRANCH,5812,WDR POS REF672595,USD,2024-01-22,39.74,2024-01-22
H000016533,A00000026,PMT,ATM,5541,PMT ONLINE REF249216,USD,2024-01-22,186.81,2024-01-22
H000016534,A00000027,WDR,ATM,7011,WDR WIRE REF321203,USD,2024-01-22,303.01,2024-01-23
H000016535,A00000027,WDR,ONLINE,5812,WDR ATM REF694507,USD,2024-01-22,10.79,2024-01-22
H000016536,A00000031,WDR,POS,5411,WDR WIRE REF636242,USD,2024-01-22,9.62,2024-01-22
H000016537,A00000031,WDR,MOBILE,7011,WDR ACH REF526169,USD,2024-01-22,49.77,2024-01-22
H000016538,A00000036,PMT,ONLINE,5912,PMT BRANCH REF943230,USD,2024-01-22,281.61,2024-01-22
H000016539,A00000037,WDR,ATM,5411,WDR MOBILE REF142627,USD,2024-01-22,51.06,2024-01-22
H000016540,A00000046,TRF,WIRE,5411,TRF POS REF630957,USD,2024-01-22,5.61,2024-01-22
H000016541,A00000050,PMT,ONLINE,5912,PMT ATM REF833961,USD,2024-01-22,176.85,2024-01-22
H000016542,A00000050,CHG,ATM,5912,CHG WIRE REF961267,USD,2024-01-22,12,2024-01-22
H000016543,A00000050,PMT,BRANCH,5541,PMT ATM REF700455,USD,2024-01-22,13.58,2024-01-22
H000016544,A00000053,CHG,ACH,7011,CHG ATM REF919506,USD,2024-01-22,3,2024-01-22
H000016545,A00000059,CHG,WIRE,4900,CHG WIRE REF190165,USD,2024-01-22,25,2024-01-22
H000016546,A00000063,CHG,POS,7011,CHG ATM REF913319,USD,2024-01-22,9.95,2024-01-23
H000016547,A00000064,FEE,ACH,5541,FEE WIRE REF714591,USD,2024-01-22,3,2024-01-22
H000016548,A00000067,PMT,POS,5812,PMT WIRE REF471689,USD,2024-01-22,2933.8,2024-01-22
H000016549,A00000068,DEP,BRANCH,7011,DEP MOBILE REF998786,USD,2024-01-22,110.52,2024-01-22
H000016550,A00000069,DEP,ACH,5411,DEP BRANCH REF478521,USD,2024-01-22,66.8,2024-01-22
H000016551,A00000069,DEP,BRANCH,0000,DEP BRANCH REF725905,USD,2024-01-22,31.24,2024-01-22
H000016552,A00000085,CHG,BRANCH,4900,CHG POS REF882304,USD,2024-01-22,35,2024-01-22
H000016553,A00000085,REF,MOBILE,5812,REF WIRE REF606019,USD,2024-01-22,801.83,2024-01-23
H000016554,A00000089,PMT,ONLINE,6011,PMT ACH REF580891,USD,2024-01-22,3037.97,2024-01-22
H000016555,A00000097,FEE,MOBILE,5812,FEE WIRE REF190355,USD,2024-01-22,9.95,2024-01-22
H000016556,A00000097,PMT,MOBILE,5912,PMT ATM REF286625,USD,2024-01-22,1496.23,2024-01-22
H000016557,A00000099,CHG,MOBILE,5912,CHG ACH REF212592,USD,2024-01-22,35,2024-01-22
H000016558,A00000103,INT,BRANCH,0000,INT ACH REF730737,USD,2024-01-22,219.29,2024-01-22
H000016559,A00000109,CHG,ONLINE,5912,CHG POS REF559209,USD,2024-01-22,9.95,2024-01-22
H000016560,A00000110,INT,BRANCH,5541,INT ATM REF591694,USD,2024-01-22,113.1,2024-01-22
H000016561,A00000111,CHG,BRANCH,5411,CHG POS REF823656,USD,2024-01-22,12,2024-01-22
H000016562,A00000112,PMT,ACH,5411,PMT POS REF920007,USD,2024-01-22,1291.31,2024-01-22
H000016563,A00000112,PMT,WIRE,7011,PMT ONLINE REF490141,USD,2024-01-22,1008.72,2024-01-23
H000016564,A00000114,WDR,ONLINE,5912,WDR ACH REF989678,USD,2024-01-22,909.16,2024-01-22
H000016565,A00000120,DEP,WIRE,5411,DEP ONLINE REF121278,USD,2024-01-22,39.01,2024-01-23
H000016566,A00000121,PMT,WIRE,6011,PMT MOBILE REF556554,USD,2024-01-22,969.97,2024-01-23
H000016567,A00000121,INT,BRANCH,5812,INT ONLINE REF233634,USD,2024-01-22,137.37,2024-01-22
H000016568,A00000121,CHG,ONLINE,5812,CHG BRANCH REF823321,USD,2024-01-22,25,2024-01-22
H000016569,A00000123,PMT,ONLINE,7011,PMT ATM REF677854,USD,2024-01-22,879.77,2024-01-22
H000016570,A00000123,CHG,ACH,5812,CHG ATM REF663702,USD,2024-01-22,9.95,2024-01-22
H000016571,A00000133,WDR,WIRE,0000,WDR WIRE REF155558,USD,2024-01-22,50.2,2024-01-22
H000016572,A00000135,PMT,ACH,6011,PMT WIRE REF789699,USD,2024-01-22,1345.45,2024-01-22
H000016573,A00000136,INT,ACH,0000,INT ONLINE REF987263,USD,2024-01-22,161.75,2024-01-22
H000016574,A00000137,FEE,POS,0000,FEE ONLINE REF231896,USD,2024-01-22,12,2024-01-22
H000016575,A00000138,TRF,BRANCH,5912,TRF ACH REF986989,USD,2024-01-22,548.17,2024-01-22
H000016576,A00000143,WDR,WIRE,5411,WDR POS REF854566,USD,2024-01-22,18.53,2024-01-23
H000016577,A00000144,WDR,POS,5541,WDR BRANCH REF857446,USD,2024-01-22,219,2024-01-22
H000016578,A00000147,WDR,MOBILE,7011,WDR POS REF289291,USD,2024-01-22,754.38,2024-01-22
H000016579,A00000152,WDR,ONLINE,5411,WDR ATM REF141665,USD,2024-01-22,59.62,2024-01-22
H000016580,A00000154,TRF,MOBILE,5411,TRF WIRE REF536687,USD,2024-01-22,-99.84,2024-01-22
H000016581,A00000159,ADJ,BRANCH,5912,ADJ ATM REF571061,USD,2024-01-22,145.91,2024-01-22
H000016582,A00000160,ADJ,MOBILE,5912,ADJ MOBILE REF477642,USD,2024-01-22,69.97,2024-01-22
H000016583,A00000161,WDR,ONLINE,5541,WDR BRANCH REF775136,USD,2024-01-22,79.68,2024-01-22
H000016584,A00000163,INT,WIRE,5912,INT ATM REF558806,USD,2024-01-22,138.03,2024-01-22
H000016585,A00000163,PMT,BRANCH,5812,PMT POS REF786461,USD,2024-01-22,1493.07,2024-01-23
H000016586,A00000165,WDR,ONLINE,5541,WDR BRANCH REF915307,USD,2024-01-22,49.95,2024-01-22
H000016587,A00000170,WDR,WIRE,5411,WDR MOBILE REF736244,USD,2024-01-22,18.47,2024-01-22
H000016588,A00000171,CHG,WIRE,0000,CHG MOBILE REF934038,USD,2024-01-22,12,2024-01-22
H000016589,A00000171,FEE,POS,6011,FEE ONLINE REF231076,USD,2024-01-22,12,2024-01-22
H000016590,A00000171,PMT,ONLINE,0000,PMT POS REF995170,USD,2024-01-22,631.24,2024-01-22
H000016591,A00000178,CHG,ONLINE,4900,CHG POS REF821423,USD,2024-01-22,35,2024-01-22
H000016592,A00000178,INT,ONLINE,7011,INT ONLINE REF719555,USD,2024-01-22,79.25,2024-01-22
H000016593,A00000178,PMT,WIRE,7011,PMT ONLINE REF405998,USD,2024-01-22,1454.34,2024-01-22
H000016594,A00000179,CHG,WIRE,5541,CHG BRANCH REF378972,USD,2024-01-22,12,2024-01-22
H000016595,A00000182,TRF,BRANCH,0000,TRF ACH REF652990,USD,2024-01-22,-899.76,2024-01-22
H000016596,A00000187,PMT,ATM,5541,PMT ATM REF347073,USD,2024-01-22,2537.16,2024-01-22
H000016597,A00000189,WDR,MOBILE,5411,WDR ONLINE REF517058,USD,2024-01-22,315.73,2024-01-22
H000016598,A00000189,DEP,MOBILE,5411,DEP WIRE REF816587,USD,2024-01-22,8.87,2024-01-22
H000016599,A00000194,INT,ACH,5411,INT ACH REF886200,USD,2024-01-22,110.36,2024-01-23
H000016600,A00000195,PMT,POS,5812,PMT ONLINE REF316274,USD,2024-01-22,542.8,2024-01-22
H000016601,A00000198,WDR,MOBILE,5912,WDR POS REF360150,USD,2024-01-22,14.84,2024-01-22
H000016602,A00000198,FEE,WIRE,4900,FEE POS REF134987,USD,2024-01-22,12,2024-01-22
H000016603,A00000198,WDR,ONLINE,0000,WDR ACH REF848775,USD,2024-01-22,24.86,2024-01-22
H000016604,A00000199,CHG,ACH,0000,CHG ATM REF782057,USD,2024-01-22,35,2024-01-22
H000016605,A00000200,TRF,ACH,5912,TRF ONLINE REF831684,USD,2024-01-22,-2.86,2024-01-22
H000016606,A00000202,PMT,WIRE,5541,PMT ONLINE REF693304,USD,2024-01-22,1778.96,2024-01-23
H000016607,A00000207,FEE,POS,5812,FEE BRANCH REF252397,USD,2024-01-22,9.95,2024-01-22
H000016608,A00000207,PMT,MOBILE,4900,PMT BRANCH REF943235,USD,2024-01-22,632,2024-01-22
H000016609,A00000211,TRF,POS,5541,TRF MOBILE REF716649,USD,2024-01-22,-17.44,2024-01-22
H000016610,A00000223,WDR,POS,5812,WDR ACH REF833795,USD,2024-01-22,111.53,2024-01-22
H000016611,A00000223,WDR,BRANCH,5411,WDR ATM REF261725,USD,2024-01-22,9.08,2024-01-22
H000016612,A00000228,WDR,ONLINE,5541,WDR POS REF957430,USD,2024-01-22,32.48,2024-01-22
H000016613,A00000228,WDR,MOBILE,5411,WDR ONLINE REF366084,USD,2024-01-22,28.95,2024-01-22
H000016614,A00000229,DEP,ONLINE,7011,DEP POS REF469486,USD,2024-01-22,22.09,2024-01-22
H000016615,A00000234,WDR,POS,4900,WDR WIRE REF104190,USD,2024-01-22,176.2,2024-01-22
H000016616,A00000235,DEP,ATM,5541,DEP ONLINE REF912576,USD,2024-01-22,187,2024-01-22
H000016617,A00000237,TRF,BRANCH,4900,TRF ATM REF100113,USD,2024-01-22,44.68,2024-01-22
H000016618,A00000237,FEE,ONLINE,6011,FEE ONLINE REF218086,USD,2024-01-22,9.95,2024-01-22
H000016619,A00000242,DEP,ATM,7011,DEP ONLINE REF273946,USD,2024-01-22,84.47,2024-01-22
H000016620,A00000242,WDR,BRANCH,6011,WDR ATM REF717835,USD,2024-01-22,57.8,2024-01-22
H000016621,A00000242,DEP,BRANCH,6011,DEP MOBILE REF437306,USD,2024-01-22,172.64,2024-01-22
H000016622,A00000253,TRF,MOBILE,5411,TRF POS REF651528,USD,2024-01-22,-25.46,2024-01-22
H000016623,A00000265,REF,MOBILE,4900,REF BRANCH REF238645,USD,2024-01-22,3055.35,2024-01-22
H000016624,A00000268,FEE,MOBILE,6011,FEE WIRE REF238222,USD,2024-01-22,35,2024-01-22
H000016625,A00000272,FEE,MOBILE,4900,FEE ACH REF276975,USD,2024-01-22,9.95,2024-01-22
H000016626,A00000278,DEP,BRANCH,5411,DEP MOBILE REF777461,USD,2024-01-22,54.95,2024-01-22
H000016627,A00000279,PMT,POS,6011,PMT ACH REF365485,USD,2024-01-22,1537.16,2024-01-22
H000016628,A00000279,PMT,WIRE,4900,PMT MOBILE REF149676,USD,2024-01-22,1438.29,2024-01-22
H000016629,A00000283,REV,ONLINE,5812,REV ACH REF147330,USD,2024-01-22,57.64,2024-01-22
H000016630,A00000283,FEE,MOBILE,5541,FEE ONLINE REF136370,USD,2024-01-22,35,2024-01-22
H000016631,A00000283,DEP,ATM,5912,DEP WIRE REF893345,USD,2024-01-22,654.43,2024-01-22
H000016632,A00000286,DEP,WIRE,6011,DEP ATM REF159205,USD,2024-01-22,58.08,2024-01-22
H000016633,A00000290,CHG,BRANCH,4900,CHG POS REF108495,USD,2024-01-22,25,2024-01-22
H000016634,A00000292,DEP,ACH,4900,DEP MOBILE REF771648,USD,2024-01-22,291.42,2024-01-22
H000016635,A00000293,PMT,ONLINE,0000,PMT MOBILE REF510940,USD,2024-01-22,3121.54,2024-01-22
H000016636,A00000296,WDR,ONLINE,7011,WDR ACH REF940629,USD,2024-01-22,103.32,2024-01-23
H000016637,A00000296,DEP,BRANCH,0000,DEP ACH REF783350,USD,2024-01-22,43.88,2024-01-22
H000016638,A00000299,FEE,POS,5411,FEE ATM REF238821,USD,2024-01-22,3,2024-01-22
H000016639,A00000299,WDR,POS,5912,WDR ATM REF230604,USD,2024-01-22,72.67,2024-01-22
H000016640,A00000312,PMT,POS,4900,PMT BRANCH REF111340,USD,2024-01-22,1328.02,2024-01-22
H000016641,A00000314,CHG,WIRE,5912,CHG POS REF748572,USD,2024-01-22,12,2024-01-22
H000016642,A00000314,PMT,WIRE,5541,PMT MOBILE REF819466,USD,2024-01-22,533.8,2024-01-23
H000016643,A00000314,PMT,POS,0000,PMT MOBILE REF297413,USD,2024-01-22,1574.77,2024-01-22
H000016644,A00000315,PMT,ATM,0000,PMT ACH REF532086,USD,2024-01-22,2894.61,2024-01-22
H000016645,A00000316,DEP,MOBILE,6011,DEP MOBILE REF112803,USD,2024-01-22,113.48,2024-01-22
H000016646,A00000319,WDR,WIRE,5812,WDR WIRE REF197034,USD,2024-01-22,30.48,2024-01-22
H000016647,A00000325,PMT,ATM,4900,PMT WIRE REF464479,USD,2024-01-22,1410.94,2024-01-22
H000016648,A00000329,CHG,WIRE,5541,CHG POS REF849728,USD,2024-01-22,25,2024-01-22
H000016649,A00000330,CHG,BRANCH,5541,CHG MOBILE REF337442,USD,2024-01-22,12,2024-01-22
H000016650,A00000330,PMT,BRANCH,0000,PMT ONLINE REF935104,USD,2024-01-22,1456.07,2024-01-22
H000016651,A00000330,FEE,WIRE,4900,FEE ACH REF271713,USD,2024-01-22,35,2024-01-22
H000016652,A00000333,FEE,POS,5912,FEE MOBILE REF460518,USD,2024-01-22,35,2024-01-22
H000016653,A00000337,PMT,POS,6011,PMT ACH REF146148,USD,2024-01-22,3022.54,2024-01-22
H000016654,A00000338,FEE,ATM,0000,FEE WIRE REF208732,USD,2024-01-22,12,2024-01-22
H000016655,A00000341,PMT,ACH,5912,PMT ONLINE REF777988,USD,2024-01-22,2693.2,2024-01-22
H000016656,A00000341,CHG,ATM,7011,CHG ATM REF244165,USD,2024-01-22,12,2024-01-22
H000016657,A00000344,CHG,ATM,4900,CHG ACH REF418235,USD,2024-01-22,9.95,2024-01-22
H000016658,A00000347,DEP,BRANCH,5812,DEP POS REF475922,USD,2024-01-22,79.12,2024-01-22
H000016659,A00000347,DEP,BRANCH,5411,DEP ATM REF821955,USD,2024-01-22,350.83,2024-01-22
H000016660,A00000347,WDR,ONLINE,5541,WDR ATM REF101242,USD,2024-01-22,39.29,2024-01-22
H000016661,A00000348,CHG,POS,0000,CHG ACH REF489608,USD,2024-01-22,35,2024-01-22
H000016662,A00000354,INT,BRANCH,0000,INT ONLINE REF417836,USD,2024-01-22,57.49,2024-01-22
H000016663,A00000355,PMT,ATM,7011,PMT ACH REF703665,USD,2024-01-22,80.51,2024-01-22
H000016664,A00000355,CHG,BRANCH,0000,CHG ATM REF228286,USD,2024-01-22,9.95,2024-01-23
H000016665,A00000360,FEE,WIRE,5541,FEE ACH REF353424,USD,2024-01-22,12,2024-01-22
H000016666,A00000360,CHG,MOBILE,4900,CHG MOBILE REF196767,USD,2024-01-22,12,2024-01-22
H000016667,A00000365,WDR,ONLINE,5912,WDR POS REF671157,USD,2024-01-22,64.98,2024-01-23
H000016668,A00000369,PMT,ACH,5411,PMT BRANCH REF221633,USD,2024-01-22,51.95,2024-01-22
H000016669,A00000375,CHG,POS,4900,CHG ATM REF752571,USD,2024-01-22,35,2024-01-22
H000016670,A00000381,PMT,POS,0000,PMT ACH REF204678,USD,2024-01-22,1457.75,2024-01-22
H000016671,A00000382,WDR,ATM,5411,WDR BRANCH REF263764,USD,2024-01-22,188.38,2024-01-22
H000016672,A00000387,PMT,ACH,5541,PMT ATM REF552275,USD,2024-01-22,1673.89,2024-01-22
H000016673,A00000390,TRF,ATM,5541,TRF ATM REF789316,USD,2024-01-22,-44.69,2024-01-22
H000016674,A00000400,PMT,ATM,0000,PMT ONLINE REF692172,USD,2024-01-22,3065.45,2024-01-22
H000016675,A00000404,INT,ACH,4900,INT MOBILE REF481729,USD,2024-01-22,103.81,2024-01-23
H000016676,A00000405,CHG,MOBILE,0000,CHG ATM REF842461,USD,2024-01-22,9.95,2024-01-22
H000016677,A00000407,PMT,ONLINE,6011,PMT WIRE REF362095,USD,2024-01-22,564.71,2024-01-22
H000016678,A00000407,CHG,POS,5912,CHG ATM REF613597,USD,2024-01-22,35,2024-01-22
H000016679,A00000409,PMT,WIRE,5812,PMT POS REF132266,USD,2024-01-22,1688.72,2024-01-22
H000016680,A00000410,PMT,ACH,5912,PMT MOBILE REF376506,USD,2024-01-22,1946.31,2024-01-22
H000016681,A00000410,PMT,ONLINE,5541,PMT ATM REF721932,USD,2024-01-22,250.09,2024-01-22
H000016682,A00000410,INT,WIRE,5812,INT ATM REF822311,USD,2024-01-22,11.26,2024-01-22
H000016683,A00000411,DEP,MOBILE,0000,DEP POS REF177905,USD,2024-01-22,45.25,2024-01-22
H000016684,A00000411,TRF,WIRE,7011,TRF MOBILE REF706049,USD,2024-01-22,-54.32,2024-01-22
H000016685,A00000412,TRF,POS,5411,TRF WIRE REF124097,USD,2024-01-22,-119.78,2024-01-22
H000016686,A00000412,WDR,MOBILE,5912,WDR POS REF868711,USD,2024-01-22,46.44,2024-01-22
H000016687,A00000415,CHG,ONLINE,5912,CHG WIRE REF715231,USD,2024-01-22,35,2024-01-22
H000016688,A00000417,DEP,ONLINE,5812,DEP ACH REF529351,USD,2024-01-22,153.06,2024-01-23
H000016689,A00000419,DEP,POS,6011,DEP MOBILE REF667408,USD,2024-01-22,155.51,2024-01-22
H000016690,A00000419,TRF,ONLINE,4900,TRF ATM REF883579,USD,2024-01-22,-29.77,2024-01-22
H000016691,A00000420,PMT,MOBILE,4900,PMT POS REF758309,USD,2024-01-22,1014.12,2024-01-23
H000016692,A00000421,DEP,POS,5912,DEP WIRE REF566347,USD,2024-01-22,11.24,2024-01-22
H000016693,A00000422,DEP,ONLINE,7011,DEP ONLINE REF752651,USD,2024-01-22,57.39,2024-01-22
H000016694,A00000422,INT,BRANCH,7011,INT ACH REF440650,USD,2024-01-22,195.79,2024-01-22
H000016695,A00000430,DEP,MOBILE,5912,DEP BRANCH REF429820,USD,2024-01-22,21.43,2024-01-22
H000016696,A00000430,WDR,POS,5541,WDR MOBILE REF296359,USD,2024-01-22,118.07,2024-01-22
H000016697,A00000433,INT,BRANCH,4900,INT ATM REF374353,USD,2024-01-22,128.63,2024-01-22
H000016698,A00000434,FEE,ATM,5912,FEE BRANCH REF471622,USD,2024-01-22,9.95,2024-01-22
H000016699,A00000434,WDR,WIRE,4900,WDR ACH REF373591,USD,2024-01-22,982.54,2024-01-23
H000016700,A00000434,TRF,WIRE,5541,TRF WIRE REF185922,USD,2024-01-22,19.24,2024-01-22
H000016701,A00000435,CHG,ACH,6011,CHG WIRE REF495173,USD,2024-01-22,9.95,2024-01-23
H000016702,A00000438,CHG,MOBILE,5411,CHG POS REF285503,USD,2024-01-22,25,2024-01-22
H000016703,A00000438,PMT,MOBILE,4900,PMT ACH REF287979,USD,2024-01-22,314.76,2024-01-22
H000016704,A00000439,REF,ATM,5541,REF ACH REF811399,USD,2024-01-22,1883.9,2024-01-23
H000016705,A00000440,WDR,BRANCH,5411,WDR ONLINE REF839792,USD,2024-01-22,139.51,2024-01-22
H000016706,A00000442,INT,BRANCH,5541,INT MOBILE REF757114,USD,2024-01-22,42.04,2024-01-22
H000016707,A00000446,DEP,WIRE,5411,DEP ATM REF579730,USD,2024-01-22,138.9,2024-01-22
H000016708,A00000449,FEE,WIRE,4900,FEE ACH REF855414,USD,2024-01-22,3,2024-01-22
H000016709,A00000449,DEP,BRANCH,4900,DEP BRANCH REF216082,USD,2024-01-22,101.12,2024-01-22
H000016710,A00000452,PMT,ATM,5812,PMT MOBILE REF133405,USD,2024-01-22,2267.95,2024-01-23
H000016711,A00000454,TRF,BRANCH,7011,TRF ONLINE REF501080,USD,2024-01-22,209.32,2024-01-22
H000016712,A00000456,PMT,BRANCH,6011,PMT ATM REF567738,USD,2024-01-22,1709.21,2024-01-22
H000016713,A00000459,WDR,ONLINE,5812,WDR ATM REF320259,USD,2024-01-22,80.36,2024-01-22
H000016714,A00000459,DEP,ATM,5912,DEP BRANCH REF106126,USD,2024-01-22,33.23,2024-01-22
H000016715,A00000462,FEE,POS,6011,FEE BRANCH REF244791,USD,2024-01-22,3,2024-01-22
H000016716,A00000462,DEP,WIRE,6011,DEP WIRE REF952848,USD,2024-01-22,14.56,2024-01-22
H000016717,A00000463,PMT,ONLINE,4900,PMT BRANCH REF689909,USD,2024-01-22,1732.93,2024-01-23
H000016718,A00000463,REF,WIRE,5411,REF ONLINE REF427833,USD,2024-01-22,390.87,2024-01-23
H000016719,A00000463,CHG,ATM,5812,CHG ONLINE REF597579,USD,2024-01-22,35,2024-01-22
H000016720,A00000464,FEE,MOBILE,0000,FEE MOBILE REF696893,USD,2024-01-22,3,2024-01-22
H000016721,A00000464,FEE,ACH,4900,FEE BRANCH REF292991,USD,2024-01-22,25,2024-01-22
H000016722,A00000465,TRF,WIRE,0000,TRF ATM REF912699,USD,2024-01-22,-199.68,2024-01-22
H000016723,A00000467,CHG,ATM,5411,CHG MOBILE REF547305,USD,2024-01-22,35,2024-01-22
H000016724,A00000469,REF,MOBILE,5411,REF ONLINE REF739440,USD,2024-01-22,1390.29,2024-01-22
H000016725,A00000473,TRF,MOBILE,5411,TRF WIRE REF530649,USD,2024-01-22,-53.58,2024-01-23
H000016726,A00000474,CHG,ONLINE,5912,CHG BRANCH REF765074,USD,2024-01-22,9.95,2024-01-22
H000016727,A00000476,PMT,WIRE,5541,PMT ONLINE REF139358,USD,2024-01-22,2575.38,2024-01-22
H000016728,A00000478,CHG,POS,6011,CHG ONLINE REF220474,USD,2024-01-22,9.95,2024-01-22
H000016729,A00000479,REV,BRANCH,5812,REV ACH REF565189,USD,2024-01-22,33.69,2024-01-22
H000016730,A00000480,PMT,ACH,5541,PMT ACH REF914327,USD,2024-01-22,1870.1,2024-01-22
H000016731,A00000484,ADJ,ONLINE,5912,ADJ POS REF131813,USD,2024-01-22,10.57,2024-01-22
H000016732,A00000011,CHG,ONLINE,0000,CHG ONLINE REF805535,USD,2024-01-23,9.95,2024-01-24
H000016733,A00000016,FEE,BRANCH,5411,FEE ATM REF254130,USD,2024-01-23,3,2024-01-24
H000016734,A00000019,INT,BRANCH,6011,INT ACH REF350344,USD,2024-01-23,161.95,2024-01-23
H000016735,A00000019,FEE,WIRE,5812,FEE ATM REF587302,USD,2024-01-23,25,2024-01-23
H000016736,A00000021,INT,BRANCH,6011,INT ACH REF643631,USD,2024-01-23,152.96,2024-01-23
H000016737,A00000021,FEE,POS,0000,FEE BRANCH REF137718,USD,2024-01-23,12,2024-01-24
H000016738,A00000023,FEE,ONLINE,5411,FEE ACH REF736125,USD,2024-01-23,25,2024-01-23
H000016739,A00000032,TRF,ONLINE,0000,TRF ACH REF342097,USD,2024-01-23,1091.77,2024-01-24
H000016740,A00000032,WDR,POS,6011,WDR WIRE REF244232,USD,2024-01-23,37.81,2024-01-23
H000016741,A00000034,TRF,ATM,7011,TRF WIRE REF927058,USD,2024-01-23,-57.11,2024-01-23
H000016742,A00000036,CHG,ONLINE,6011,CHG ONLINE REF778309,USD,2024-01-23,35,2024-01-23
H000016743,A00000036,REF,WIRE,5411,REF POS REF170383,USD,2024-01-23,2722.72,2024-01-24
H000016744,A00000037,DEP,POS,5411,DEP MOBILE REF882841,USD,2024-01-23,44.78,2024-01-23
H000016745,A00000042,CHG,ACH,7011,CHG WIRE REF410063,USD,2024-01-23,35,2024-01-23
H000016746,A00000043,TRF,WIRE,7011,TRF WIRE REF400836,USD,2024-01-23,33.05,2024-01-23
H000016747,A00000043,DEP,WIRE,5912,DEP ATM REF582518,USD,2024-01-23,199.07,2024-01-23
H000016748,A00000049,CHG,WIRE,4900,CHG ACH REF967144,USD,2024-01-23,9.95,2024-01-23
H000016749,A00000050,CHG,MOBILE,6011,CHG WIRE REF594594,USD,2024-01-23,25,2024-01-24
H000016750,A00000052,PMT,ATM,5912,PMT ATM REF320109,USD,2024-01-23,1485.93,2024-01-23
H000016751,A00000053,PMT,WIRE,5411,PMT ACH REF357973,USD,2024-01-23,1514.14,2024-01-23
H000016752,A00000053,PMT,ATM,7011,PMT ACH REF524918,USD,2024-01-23,2173.57,2024-01-23
H000016753,A00000053,INT,ATM,6011,INT ACH REF187534,USD,2024-01-23,47.79,2024-01-23
H000016754,A00000054,PMT,WIRE,5912,PMT BRANCH REF449622,USD,2024-01-23,375.34,2024-01-24
